InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
500344,P007,Portable SSD,1,2023-04-08,99.99,10427,United Kingdom,99.99
500345,P006,Noise Cancelling Headphones,1,2023-04-09,129.99,10131,France,129.99
500346,P007,Portable SSD,1,2023-11-07,99.99,10469,Italy,99.99
500347,P002,Mechanical Keyboard,4,2023-07-16,79.99,10329,Switzerland,319.96
500348,P004,Laptop Stand,5,2023-12-24,29.99,10212,Switzerland,149.95
500349,P002,Mechanical Keyboard,3,2023-01-23,79.99,10259,Netherlands,239.96999999999997
500350,P008,Bluetooth Speaker,5,2023-02-22,39.99,10483,Switzerland,199.95000000000002
500351,P008,Bluetooth Speaker,5,2023-07-21,39.99,10173,France,199.95000000000002
500352,P005,Webcam,2,2023-03-24,49.99,10049,Belgium,99.98
500353,P005,Webcam,1,2023-03-26,49.99,10407,Germany,49.99
500354,P003,USB-C Cable,1,2023-01-01,9.99,10302,France,9.99
500355,P008,Bluetooth Speaker,3,2023-06-22,39.99,10438,United Kingdom,119.97
500356,P002,Mechanical Keyboard,5,2023-09-17,79.99,10489,Spain,399.95
500357,P003,USB-C Cable,1,2023-10-15,9.99,10336,Switzerland,9.99
500358,P001,Wireless Mouse,2,2023-12-14,15.99,10249,France,31.98
500359,P008,Bluetooth Speaker,2,2023-09-07,39.99,10078,Belgium,79.98
500360,P007,Portable SSD,2,2023-04-28,99.99,10071,France,199.98
500361,P005,Webcam,3,2023-11-02,49.99,10387,Netherlands,149.97
500362,P007,Portable SSD,4,2023-02-23,99.99,10107,Italy,399.96
500363,P003,USB-C Cable,4,2023-08-10,9.99,10071,Switzerland,39.96
500364,P007,Portable SSD,3,2023-11-09,99.99,10341,Switzerland,299.96999999999997
500365,P003,USB-C Cable,1,2023-04-22,9.99,10236,Switzerland,9.99
500366,P002,Mechanical Keyboard,5,2023-12-07,79.99,10189,United Kingdom,399.95
500367,P002,Mechanical Keyboard,2,2023-03-16,79.99,10156,Netherlands,159.98
500368,P002,Mechanical Keyboard,3,2023-04-13,79.99,10320,United Kingdom,239.96999999999997
500369,P005,Webcam,4,2023-08-14,49.99,10312,Switzerland,199.96
500370,P001,Wireless Mouse,2,2023-04-08,15.99,10424,Switzerland,31.98
500371,P003,USB-C Cable,2,2023-10-13,9.99,10413,France,19.98
500372,P005,Webcam,3,2023-11-04,49.99,10130,Italy,149.97
500373,P007,Portable SSD,1,2023-06-15,99.99,10390,Spain,99.99
500374,P008,Bluetooth Speaker,1,2023-12-01,39.99,10170,Switzerland,39.99
500375,P006,Noise Cancelling Headphones,4,2023-01-30,129.99,10378,Spain,519.96
500376,P007,Portable SSD,2,2023-02-20,99.99,10240,Belgium,199.98
500377,P008,Bluetooth Speaker,1,2023-05-13,39.99,10354,United Kingdom,39.99
500378,P007,Portable SSD,5,2023-05-18,99.99,10145,United Kingdom,499.95
500379,P002,Mechanical Keyboard,1,2023-11-26,79.99,10350,Switzerland,79.99
500380,P001,Wireless Mouse,1,2023-12-06,15.99,10345,Belgium,15.99
500381,P007,Portable SSD,5,2023-02-03,99.99,10288,Switzerland,499.95
500382,P006,Noise Cancelling Headphones,5,2023-07-24,129.99,10284,Switzerland,649.95
500383,P007,Portable SSD,3,2023-02-12,99.99,10118,United Kingdom,299.96999999999997
500384,P006,Noise Cancelling Headphones,3,2023-04-21,129.99,10071,Netherlands,389.97
500385,P005,Webcam,1,2023-05-31,49.99,10109,Italy,49.99
500386,P004,Laptop Stand,3,2023-01-08,29.99,10415,Italy,89.97
500387,P005,Webcam,4,2023-12-26,49.99,10242,United Kingdom,199.96
500388,P004,Laptop Stand,4,2023-07-03,29.99,10224,Switzerland,119.96
500389,P001,Wireless Mouse,1,2023-07-14,15.99,10110,Belgium,15.99
500390,P002,Mechanical Keyboard,3,2023-06-04,79.99,10392,Germany,239.96999999999997
500391,P006,Noise Cancelling Headphones,5,2023-06-09,129.99,10336,Spain,649.95
500392,P006,Noise Cancelling Headphones,2,2023-03-02,129.99,10018,Netherlands,259.98
500393,P001,Wireless Mouse,2,2023-02-20,15.99,10441,Switzerland,31.98
500394,P004,Laptop Stand,3,2023-10-04,29.99,10326,Germany,89.97
500395,P001,Wireless Mouse,5,2023-04-02,15.99,10259,Italy,79.95
500396,P001,Wireless Mouse,2,2023-11-13,15.99,10488,Germany,31.98
500397,P003,USB-C Cable,5,2023-11-22,9.99,10002,Belgium,49.95
500398,P006,Noise Cancelling Headphones,1,2023-05-13,129.99,10062,Belgium,129.99
500399,P003,USB-C Cable,1,2023-01-12,9.99,10123,Italy,9.99
500400,P008,Bluetooth Speaker,2,2023-02-15,39.99,10002,Belgium,79.98
500401,P006,Noise Cancelling Headphones,2,2023-03-19,129.99,10080,Switzerland,259.98
500402,P004,Laptop Stand,2,2023-10-28,29.99,10457,Italy,59.98
500403,P001,Wireless Mouse,3,2023-03-14,15.99,10248,United Kingdom,47.97
500404,P006,Noise Cancelling Headphones,2,2023-09-06,129.99,10491,Spain,259.98
500405,P001,Wireless Mouse,1,2023-08-02,15.99,10207,Germany,15.99
500406,P002,Mechanical Keyboard,3,2023-11-15,79.99,10025,Spain,239.96999999999997
500407,P004,Laptop Stand,5,2023-12-03,29.99,10350,Germany,149.95
500408,P002,Mechanical Keyboard,2,2023-10-19,79.99,10072,Spain,159.98
500409,P003,USB-C Cable,1,2023-01-08,9.99,10314,Italy,9.99
500410,P008,Bluetooth Speaker,1,2023-12-21,39.99,10459,France,39.99
500411,P006,Noise Cancelling Headphones,5,2023-06-29,129.99,10408,United Kingdom,649.95
500412,P004,Laptop Stand,2,2023-01-28,29.99,10023,Spain,59.98
500413,P005,Webcam,2,2023-12-31,49.99,10044,Belgium,99.98
500414,P007,Portable SSD,2,2023-01-14,99.99,10079,Spain,199.98
500415,P001,Wireless Mouse,3,2023-11-08,15.99,10059,Switzerland,47.97
500416,P006,Noise Cancelling Headphones,3,2023-01-07,129.99,10453,United Kingdom,389.97
500417,P003,USB-C Cable,3,2023-04-21,9.99,10338,United Kingdom,29.97
500418,P003,USB-C Cable,3,2023-08-27,9.99,10216,Belgium,29.97
500419,P002,Mechanical Keyboard,4,2023-10-01,79.99,10437,Germany,319.96
500420,P006,Noise Cancelling Headphones,2,2023-10-21,129.99,10223,France,259.98
500421,P008,Bluetooth Speaker,3,2023-01-15,39.99,10493,Netherlands,119.97
500422,P008,Bluetooth Speaker,1,2023-04-29,39.99,10225,France,39.99
500423,P004,Laptop Stand,5,2023-01-28,29.99,10042,France,149.95
500424,P005,Webcam,2,2023-02-08,49.99,10117,Netherlands,99.98
500425,P008,Bluetooth Speaker,1,2023-09-30,39.99,10142,Belgium,39.99
500426,P008,Bluetooth Speaker,2,2023-05-06,39.99,10384,Italy,79.98
500427,P003,USB-C Cable,4,2023-01-25,9.99,10179,Germany,39.96
500428,P006,Noise Cancelling Headphones,1,2023-01-13,129.99,10240,Spain,129.99
500429,P008,Bluetooth Speaker,4,2023-01-25,39.99,10023,Belgium,159.96
500430,P003,USB-C Cable,4,2023-03-08,9.99,10206,Italy,39.96
500431,P006,Noise Cancelling Headphones,1,2023-04-19,129.99,10123,France,129.99
500432,P001,Wireless Mouse,2,2023-04-21,15.99,10019,Italy,31.98
500433,P004,Laptop Stand,4,2023-04-21,29.99,10342,Italy,119.96
500434,P006,Noise Cancelling Headphones,2,2023-04-21,129.99,10475,Netherlands,259.98
500435,P001,Wireless Mouse,1,2023-08-24,15.99,10254,Netherlands,15.99
500436,P002,Mechanical Keyboard,3,2023-02-11,79.99,10016,Belgium,239.96999999999997
500437,P008,Bluetooth Speaker,1,2023-04-11,39.99,10409,France,39.99
500438,P006,Noise Cancelling Headphones,4,2023-10-09,129.99,10021,Germany,519.96
500439,P006,Noise Cancelling Headphones,2,2023-11-11,129.99,10133,Netherlands,259.98
500440,P007,Portable SSD,5,2023-08-17,99.99,10295,Italy,499.95
500441,P006,Noise Cancelling Headphones,1,2023-10-16,129.99,10269,United Kingdom,129.99
500442,P004,Laptop Stand,5,2023-05-30,29.99,10027,France,149.95
500443,P004,Laptop Stand,5,2023-07-17,29.99,10121,Switzerland,149.95
500444,P007,Portable SSD,4,2023-12-16,99.99,10044,France,399.96
500445,P006,Noise Cancelling Headphones,3,2023-11-14,129.99,10372,Netherlands,389.97
500446,P007,Portable SSD,1,2023-09-04,99.99,10385,Switzerland,99.99
500447,P006,Noise Cancelling Headphones,3,2023-08-31,129.99,10142,Belgium,389.97
500448,P001,Wireless Mouse,5,2023-02-05,15.99,10447,France,79.95
500449,P002,Mechanical Keyboard,2,2023-08-08,79.99,10069,Netherlands,159.98
500450,P002,Mechanical Keyboard,3,2023-01-04,79.99,10411,France,239.96999999999997
500451,P004,Laptop Stand,1,2023-04-04,29.99,10002,France,29.99
500452,P001,Wireless Mouse,3,2023-03-03,15.99,10169,France,47.97
500453,P006,Noise Cancelling Headphones,1,2023-07-13,129.99,10400,Germany,129.99
500454,P007,Portable SSD,3,2023-01-26,99.99,10025,Netherlands,299.96999999999997
500455,P004,Laptop Stand,3,2023-06-22,29.99,10196,Germany,89.97
500456,P007,Portable SSD,4,2023-05-13,99.99,10361,Italy,399.96
500457,P007,Portable SSD,2,2023-04-28,99.99,10426,France,199.98
500458,P005,Webcam,4,2023-10-02,49.99,10343,Spain,199.96
500459,P002,Mechanical Keyboard,4,2023-08-13,79.99,10015,Spain,319.96
500460,P007,Portable SSD,4,2023-04-23,99.99,10478,Italy,399.96
500461,P005,Webcam,4,2023-02-16,49.99,10215,Netherlands,199.96
500462,P008,Bluetooth Speaker,1,2023-03-31,39.99,10303,Italy,39.99
500463,P008,Bluetooth Speaker,5,2023-05-19,39.99,10446,France,199.95000000000002
500464,P007,Portable SSD,4,2023-11-29,99.99,10430,Italy,399.96
500465,P004,Laptop Stand,3,2023-09-16,29.99,10035,Italy,89.97
500466,P001,Wireless Mouse,1,2023-06-27,15.99,10209,Belgium,15.99
500467,P004,Laptop Stand,2,2023-09-18,29.99,10471,Belgium,59.98
500468,P006,Noise Cancelling Headphones,2,2023-06-21,129.99,10396,Germany,259.98
500469,P002,Mechanical Keyboard,2,2023-01-13,79.99,10214,Italy,159.98
500470,P005,Webcam,2,2023-03-25,49.99,10416,United Kingdom,99.98
500471,P007,Portable SSD,1,2023-11-15,99.99,10292,Netherlands,99.99
500472,P005,Webcam,5,2023-11-25,49.99,10291,Spain,249.95000000000002
500473,P004,Laptop Stand,1,2023-09-22,29.99,10449,Switzerland,29.99
500474,P003,USB-C Cable,3,2023-02-07,9.99,10045,Belgium,29.97
500475,P008,Bluetooth Speaker,3,2023-04-04,39.99,10069,Germany,119.97
500476,P002,Mechanical Keyboard,1,2023-03-10,79.99,10290,France,79.99
500477,P008,Bluetooth Speaker,4,2023-08-24,39.99,10082,Netherlands,159.96
500478,P004,Laptop Stand,2,2023-11-30,29.99,10089,Netherlands,59.98
500479,P001,Wireless Mouse,5,2023-05-17,15.99,10045,Belgium,79.95
500480,P005,Webcam,2,2023-03-17,49.99,10396,Italy,99.98
500481,P004,Laptop Stand,3,2023-02-04,29.99,10328,United Kingdom,89.97
500482,P005,Webcam,1,2023-10-23,49.99,10167,Germany,49.99
500483,P006,Noise Cancelling Headphones,4,2023-11-16,129.99,10330,Switzerland,519.96
500484,P008,Bluetooth Speaker,5,2023-11-24,39.99,10033,United Kingdom,199.95000000000002
500485,P006,Noise Cancelling Headphones,3,2023-12-27,129.99,10413,Germany,389.97
500486,P002,Mechanical Keyboard,5,2023-09-27,79.99,10033,France,399.95
500487,P007,Portable SSD,4,2023-10-13,99.99,10003,Netherlands,399.96
500488,P004,Laptop Stand,3,2023-08-01,29.99,10343,Switzerland,89.97
500489,P001,Wireless Mouse,5,2023-01-05,15.99,10209,Spain,79.95
500490,P007,Portable SSD,3,2023-03-19,99.99,10257,France,299.96999999999997
500491,P006,Noise Cancelling Headphones,2,2023-03-03,129.99,10433,Netherlands,259.98
500492,P003,USB-C Cable,4,2023-03-30,9.99,10012,Netherlands,39.96
500493,P002,Mechanical Keyboard,5,2023-02-11,79.99,10026,Spain,399.95
500494,P006,Noise Cancelling Headphones,1,2023-10-23,129.99,10150,Spain,129.99
500495,P001,Wireless Mouse,3,2023-05-05,15.99,10271,Belgium,47.97
500496,P008,Bluetooth Speaker,1,2023-01-23,39.99,10334,France,39.99
500497,P002,Mechanical Keyboard,1,2023-06-02,79.99,10481,Italy,79.99
500498,P007,Portable SSD,1,2023-08-13,99.99,10389,Switzerland,99.99
500499,P001,Wireless Mouse,2,2023-11-05,15.99,10429,France,31.98
500500,P006,Noise Cancelling Headphones,3,2023-02-08,129.99,10065,France,389.97
500501,P001,Wireless Mouse,3,2023-07-17,15.99,10485,United Kingdom,47.97
500502,P004,Laptop Stand,3,2023-06-28,29.99,10016,United Kingdom,89.97
500503,P006,Noise Cancelling Headphones,2,2023-01-15,129.99,10021,Spain,259.98
500504,P004,Laptop Stand,5,2023-10-16,29.99,10262,Italy,149.95
500505,P007,Portable SSD,4,2023-08-19,99.99,10443,France,399.96
500506,P007,Portable SSD,3,2023-06-06,99.99,10319,Switzerland,299.96999999999997
500507,P007,Portable SSD,1,2023-04-07,99.99,10490,France,99.99
500508,P007,Portable SSD,5,2023-10-16,99.99,10035,Italy,499.95
500509,P005,Webcam,4,2023-03-27,49.99,10243,France,199.96
500510,P005,Webcam,2,2023-01-10,49.99,10172,Netherlands,99.98
500511,P007,Portable SSD,5,2023-05-03,99.99,10198,Netherlands,499.95
500512,P003,USB-C Cable,2,2023-12-19,9.99,10472,Germany,19.98
500513,P003,USB-C Cable,5,2023-06-08,9.99,10099,Germany,49.95
500514,P002,Mechanical Keyboard,4,2023-12-31,79.99,10320,Spain,319.96
500515,P005,Webcam,4,2023-07-03,49.99,10108,Spain,199.96
500516,P005,Webcam,5,2023-05-16,49.99,10208,Spain,249.95000000000002
500517,P001,Wireless Mouse,5,2023-06-06,15.99,10210,Spain,79.95
500518,P007,Portable SSD,4,2023-11-28,99.99,10286,Italy,399.96
500519,P007,Portable SSD,5,2023-05-10,99.99,10009,Italy,499.95
500520,P006,Noise Cancelling Headphones,3,2023-04-05,129.99,10255,Belgium,389.97
500521,P006,Noise Cancelling Headphones,3,2023-08-31,129.99,10190,Spain,389.97
500522,P002,Mechanical Keyboard,4,2023-10-19,79.99,10280,United Kingdom,319.96
500523,P004,Laptop Stand,2,2023-10-26,29.99,10057,Switzerland,59.98
500524,P008,Bluetooth Speaker,3,2023-03-10,39.99,10310,Netherlands,119.97
500525,P002,Mechanical Keyboard,4,2023-01-11,79.99,10412,Spain,319.96
500526,P006,Noise Cancelling Headphones,2,2023-12-26,129.99,10017,Italy,259.98
500527,P005,Webcam,2,2023-10-29,49.99,10437,Italy,99.98
500528,P003,USB-C Cable,3,2023-08-06,9.99,10225,Netherlands,29.97
500529,P006,Noise Cancelling Headphones,5,2023-04-14,129.99,10031,France,649.95
500530,P003,USB-C Cable,2,2023-04-21,9.99,10107,United Kingdom,19.98
500531,P001,Wireless Mouse,4,2023-06-20,15.99,10104,Switzerland,63.96
500532,P001,Wireless Mouse,4,2023-12-22,15.99,10002,France,63.96
500533,P006,Noise Cancelling Headphones,4,2023-05-13,129.99,10475,Italy,519.96
500534,P003,USB-C Cable,5,2023-11-24,9.99,10288,Germany,49.95
500535,P007,Portable SSD,2,2023-04-02,99.99,10060,Switzerland,199.98
500536,P001,Wireless Mouse,2,2023-02-20,15.99,10489,France,31.98
500537,P005,Webcam,5,2023-10-23,49.99,10312,Italy,249.95000000000002
500538,P008,Bluetooth Speaker,1,2023-08-02,39.99,10000,Italy,39.99
500539,P002,Mechanical Keyboard,3,2023-09-14,79.99,10324,Belgium,239.96999999999997
500540,P001,Wireless Mouse,5,2023-12-12,15.99,10088,Belgium,79.95
500541,P008,Bluetooth Speaker,4,2023-07-01,39.99,10369,Germany,159.96
500542,P001,Wireless Mouse,1,2023-01-01,15.99,10112,Spain,15.99
500543,P002,Mechanical Keyboard,3,2023-05-29,79.99,10186,France,239.96999999999997
500544,P008,Bluetooth Speaker,1,2023-11-05,39.99,10377,Belgium,39.99
500545,P001,Wireless Mouse,1,2023-07-21,15.99,10243,Netherlands,15.99
500546,P001,Wireless Mouse,4,2023-11-09,15.99,10371,France,63.96
500547,P001,Wireless Mouse,5,2023-06-03,15.99,10490,Italy,79.95
500548,P008,Bluetooth Speaker,1,2023-10-18,39.99,10210,Germany,39.99
500549,P007,Portable SSD,4,2023-01-25,99.99,10312,Switzerland,399.96
500550,P004,Laptop Stand,2,2023-03-16,29.99,10357,United Kingdom,59.98
500551,P004,Laptop Stand,2,2023-07-29,29.99,10187,Spain,59.98
500552,P003,USB-C Cable,3,2023-12-13,9.99,10490,France,29.97
500553,P008,Bluetooth Speaker,1,2023-05-08,39.99,10450,Spain,39.99
500554,P005,Webcam,3,2023-12-30,49.99,10188,France,149.97
500555,P001,Wireless Mouse,3,2023-06-28,15.99,10205,France,47.97
500556,P004,Laptop Stand,1,2023-06-29,29.99,10369,Spain,29.99
500557,P004,Laptop Stand,5,2023-12-10,29.99,10494,France,149.95
500558,P005,Webcam,1,2023-06-26,49.99,10050,Germany,49.99
500559,P005,Webcam,5,2023-03-04,49.99,10342,Netherlands,249.95000000000002
500560,P008,Bluetooth Speaker,3,2023-05-30,39.99,10073,Netherlands,119.97
500561,P003,USB-C Cable,2,2023-06-05,9.99,10130,Switzerland,19.98
500562,P008,Bluetooth Speaker,2,2023-02-18,39.99,10181,Germany,79.98
500563,P001,Wireless Mouse,1,2023-03-25,15.99,10374,Netherlands,15.99
500564,P003,USB-C Cable,1,2023-06-26,9.99,10211,Spain,9.99
500565,P002,Mechanical Keyboard,4,2023-04-28,79.99,10194,United Kingdom,319.96
500566,P004,Laptop Stand,4,2023-03-04,29.99,10326,Germany,119.96
500567,P001,Wireless Mouse,5,2023-12-26,15.99,10051,France,79.95
500568,P001,Wireless Mouse,1,2023-11-23,15.99,10255,Germany,15.99
500569,P008,Bluetooth Speaker,1,2023-08-12,39.99,10366,Germany,39.99
500570,P008,Bluetooth Speaker,5,2023-08-03,39.99,10235,Belgium,199.95000000000002
500571,P004,Laptop Stand,3,2023-07-30,29.99,10217,Italy,89.97
500572,P001,Wireless Mouse,5,2023-11-01,15.99,10065,Switzerland,79.95
500573,P008,Bluetooth Speaker,5,2023-10-13,39.99,10291,Spain,199.95000000000002
500574,P007,Portable SSD,3,2023-01-18,99.99,10307,Belgium,299.96999999999997
500575,P002,Mechanical Keyboard,1,2023-03-19,79.99,10287,Netherlands,79.99
500576,P004,Laptop Stand,3,2023-06-24,29.99,10366,Italy,89.97
500577,P002,Mechanical Keyboard,2,2023-07-13,79.99,10166,Italy,159.98
500578,P002,Mechanical Keyboard,4,2023-04-23,79.99,10343,Italy,319.96
500579,P003,USB-C Cable,2,2023-08-10,9.99,10252,Germany,19.98
500580,P006,Noise Cancelling Headphones,3,2023-11-15,129.99,10033,Switzerland,389.97
500581,P003,USB-C Cable,4,2023-09-21,9.99,10378,Switzerland,39.96
500582,P006,Noise Cancelling Headphones,5,2023-02-24,129.99,10232,Spain,649.95
500583,P007,Portable SSD,3,2023-10-15,99.99,10100,Netherlands,299.96999999999997
500584,P003,USB-C Cable,2,2023-06-11,9.99,10495,United Kingdom,19.98
500585,P007,Portable SSD,4,2023-03-28,99.99,10323,Switzerland,399.96
500586,P007,Portable SSD,4,2023-10-15,99.99,10034,Belgium,399.96
500587,P004,Laptop Stand,2,2023-12-15,29.99,10135,United Kingdom,59.98
500588,P004,Laptop Stand,1,2023-11-09,29.99,10293,Spain,29.99
500589,P004,Laptop Stand,3,2023-09-12,29.99,10116,Germany,89.97
500590,P007,Portable SSD,5,2023-11-24,99.99,10293,United Kingdom,499.95
500591,P006,Noise Cancelling Headphones,1,2023-08-27,129.99,10404,Switzerland,129.99
500592,P006,Noise Cancelling Headphones,5,2023-03-08,129.99,10406,United Kingdom,649.95
500593,P008,Bluetooth Speaker,3,2023-04-07,39.99,10220,Netherlands,119.97
500594,P001,Wireless Mouse,4,2023-09-21,15.99,10244,Italy,63.96
500595,P002,Mechanical Keyboard,2,2023-10-18,79.99,10444,Spain,159.98
500596,P006,Noise Cancelling Headphones,3,2023-06-14,129.99,10416,Netherlands,389.97
500597,P003,USB-C Cable,5,2023-08-11,9.99,10324,Netherlands,49.95
500598,P001,Wireless Mouse,2,2023-01-07,15.99,10309,Switzerland,31.98
500599,P008,Bluetooth Speaker,2,2023-09-20,39.99,10220,Netherlands,79.98
500600,P002,Mechanical Keyboard,1,2023-05-31,79.99,10357,Belgium,79.99
500601,P001,Wireless Mouse,5,2023-05-27,15.99,10280,France,79.95
500602,P004,Laptop Stand,5,2023-02-05,29.99,10242,Spain,149.95
500603,P003,USB-C Cable,5,2023-07-07,9.99,10368,Italy,49.95
500604,P007,Portable SSD,2,2023-01-02,99.99,10327,Italy,199.98
500605,P005,Webcam,1,2023-10-30,49.99,10198,Germany,49.99
500606,P003,USB-C Cable,5,2023-01-11,9.99,10347,Belgium,49.95
500607,P001,Wireless Mouse,2,2023-07-14,15.99,10397,Germany,31.98
500608,P003,USB-C Cable,4,2023-01-20,9.99,10036,Spain,39.96
500609,P005,Webcam,5,2023-10-20,49.99,10195,Italy,249.95000000000002
500610,P001,Wireless Mouse,1,2023-08-14,15.99,10324,Belgium,15.99
500611,P008,Bluetooth Speaker,5,2023-12-21,39.99,10129,Germany,199.95000000000002
500612,P008,Bluetooth Speaker,4,2023-12-08,39.99,10395,Switzerland,159.96
500613,P004,Laptop Stand,4,2023-10-07,29.99,10377,Netherlands,119.96
500614,P001,Wireless Mouse,1,2023-07-21,15.99,10289,France,15.99
500615,P002,Mechanical Keyboard,3,2023-08-03,79.99,10462,Netherlands,239.96999999999997
500616,P005,Webcam,1,2023-04-25,49.99,10434,Belgium,49.99
500617,P003,USB-C Cable,1,2023-01-14,9.99,10212,Netherlands,9.99
500618,P005,Webcam,1,2023-02-09,49.99,10263,Belgium,49.99
500619,P003,USB-C Cable,2,2023-08-25,9.99,10356,Netherlands,19.98
500620,P004,Laptop Stand,1,2023-12-25,29.99,10275,Spain,29.99
500621,P006,Noise Cancelling Headphones,1,2023-09-03,129.99,10339,Germany,129.99
500622,P005,Webcam,3,2023-01-04,49.99,10392,United Kingdom,149.97
500623,P002,Mechanical Keyboard,2,2023-01-29,79.99,10201,Switzerland,159.98
500624,P006,Noise Cancelling Headphones,5,2023-04-08,129.99,10195,Switzerland,649.95
500625,P002,Mechanical Keyboard,5,2023-03-16,79.99,10414,France,399.95
500626,P007,Portable SSD,2,2023-05-08,99.99,10107,Netherlands,199.98
500627,P006,Noise Cancelling Headphones,5,2023-02-11,129.99,10406,Switzerland,649.95
500628,P008,Bluetooth Speaker,4,2023-02-10,39.99,10092,Germany,159.96
500629,P001,Wireless Mouse,2,2023-01-17,15.99,10036,Netherlands,31.98
500630,P008,Bluetooth Speaker,5,2023-06-02,39.99,10260,United Kingdom,199.95000000000002
500631,P008,Bluetooth Speaker,2,2023-03-17,39.99,10308,Italy,79.98
500632,P004,Laptop Stand,5,2023-12-28,29.99,10251,Germany,149.95
500633,P002,Mechanical Keyboard,5,2023-01-27,79.99,10330,Italy,399.95
500634,P005,Webcam,1,2023-10-14,49.99,10162,Belgium,49.99
500635,P005,Webcam,3,2023-06-17,49.99,10267,Belgium,149.97
500636,P001,Wireless Mouse,2,2023-09-25,15.99,10018,Germany,31.98
500637,P006,Noise Cancelling Headphones,5,2023-11-05,129.99,10254,Italy,649.95
500638,P003,USB-C Cable,2,2023-06-22,9.99,10338,Spain,19.98
500639,P007,Portable SSD,1,2023-07-09,99.99,10348,France,99.99
500640,P005,Webcam,2,2023-02-15,49.99,10463,United Kingdom,99.98
500641,P006,Noise Cancelling Headphones,2,2023-11-06,129.99,10424,Netherlands,259.98
500642,P006,Noise Cancelling Headphones,3,2023-07-12,129.99,10262,Netherlands,389.97
